book_title,book_no,isbn_no,subject,rack_no,publish,author,qty,price,purchase_cost,excession_no,call_no,barcode,place_of_publication,date_of_publication,no_of_page,category,classification_no,extent,physical_details,item_type,postdate,description,available


